seqnames	start	strand	context	counts.methylated	counts.total	posteriorMax	status	rc.meth.lvl
1	27009565	+	CG	0	8	0.9999	U	0.0023
1	27349394	+	CG	0	14	0.9999	U	0.0023
1	27365774	+	CG	0	21	0.9999	U	0.0023
1	27402819	+	CG	0	15	0.9999	U	0.0023
1	27567219	-	CG	0	13	0.9999	U	0.0023
1	27732678	-	CG	0	10	0.9999	U	0.0023
1	28020552	+	CG	0	8	0.9999	U	0.0023
1	28260803	+	CG	0	12	0.9999	U	0.0023
1	28734208	+	CG	0	18	0.9999	U	0.0023
1	29027754	+	CG	0	16	0.9999	U	0.0023
1	29210496	+	CG	0	11	0.9999	U	0.0023
1	29549540	+	CG	0	10	0.9999	U	0.0023
1	29549542	+	CG	0	9	0.9999	U	0.0023
1	29724743	-	CG	0	8	0.9999	U	0.0023
1	29734439	-	CG	0	8	0.9999	U	0.0023
1	29815470	+	CG	0	14	0.9999	U	0.0023
1	29833011	-	CG	0	9	0.9999	U	0.0023
1	29887412	-	CG	0	15	0.9999	U	0.0023
1	29923119	-	CG	0	11	0.9999	U	0.0023
1	30208264	-	CG	0	12	0.9999	U	0.0023
1	30235085	-	CG	0	14	0.9999	U	0.0023
2	203124	-	CG	0	10	0.9999	U	0.0023
2	320437	+	CG	0	7	0.9999	U	0.0023
2	523224	+	CG	0	6	0.9999	U	0.0023
2	523226	+	CG	0	6	0.9999	U	0.0023
2	552854	-	CG	0	15	0.9999	U	0.0023
2	559042	-	CG	0	14	0.9999	U	0.0023
2	689789	+	CG	0	7	0.9999	U	0.0023
2	1179971	+	CG	0	9	0.9999	U	0.0024
2	1538475	+	CG	0	15	0.9999	U	0.0023
2	1846947	-	CG	0	1	0.9996	U	0.0025
2	2322216	+	CG	0	14	0.9999	U	0.0023
2	2322220	+	CG	0	14	0.9999	U	0.0023
2	2355595	-	CG	0	10	0.9999	U	0.0023
2	5008440	-	CG	0	20	0.9999	U	0.0023
2	5389596	+	CG	0	2	0.9989	U	0.0028
2	6043972	-	CG	0	5	0.9999	U	0.0023
2	6385804	+	CG	0	7	0.9999	U	0.0023
2	6409164	-	CG	0	12	0.9999	U	0.0023
2	6612482	+	CG	0	17	0.9999	U	0.0023
2	6909494	-	CG	0	6	0.9999	U	0.0023
2	6927024	+	CG	0	14	0.9999	U	0.0023
2	6990076	-	CG	0	2	0.9997	U	0.0024
2	7215617	-	CG	0	2	0.9997	U	0.0024
2	7616341	-	CG	0	0	0.9974	M	0.876
2	8114484	-	CG	0	9	0.9999	U	0.0023
2	8383807	+	CG	0	9	0.9999	U	0.0023
2	8500949	+	CG	0	18	0.9999	U	0.0023
2	8612927	+	CG	0	10	0.9999	U	0.0023
2	8637296	-	CG	0	9	0.9999	U	0.0023
2	8658981	+	CG	0	9	0.9999	U	0.0023
2	8658986	+	CG	0	8	0.9999	U	0.0023
2	8791940	+	CG	0	6	0.9996	U	0.0025
2	8791944	+	CG	0	6	0.9999	U	0.0023
2	9215521	+	CG	0	14	0.9999	U	0.0023
2	9369457	-	CG	0	2	0.9999	U	0.0023
2	9502207	-	CG	0	15	0.9999	U	0.0023
2	9692151	-	CG	0	5	0.9991	I	0.4397
2	10097267	+	CG	0	10	0.9999	U	0.0023
2	10579226	-	CG	0	7	0.9999	U	0.0023
2	10625165	+	CG	0	9	0.9999	U	0.0023
2	10625168	+	CG	0	9	0.9999	U	0.0023
2	10788233	-	CG	0	16	0.9999	U	0.0023
2	11052073	-	CG	0	2	0.9998	U	0.0024
2	11183846	+	CG	0	7	0.9999	U	0.0023
2	11259069	-	CG	0	10	0.9999	U	0.0023
2	11315522	-	CG	0	6	0.9999	U	0.0023
2	11336734	-	CG	0	7	0.9999	U	0.0023
2	11474367	-	CG	0	13	0.9999	U	0.0023
2	11542389	-	CG	0	22	0.9999	U	0.0023
2	11580815	-	CG	0	12	0.9999	U	0.0023
2	11696599	+	CG	0	9	0.9999	U	0.0023
2	11786530	-	CG	0	15	0.9999	U	0.0023
2	11851453	-	CG	0	7	0.9999	U	0.0023
2	11904057	-	CG	0	11	0.9999	U	0.0023
2	12143661	-	CG	0	11	0.9999	U	0.0023
2	12173989	-	CG	0	9	0.9999	U	0.0023
2	12209802	+	CG	0	16	0.9999	U	0.0023
2	12484658	+	CG	0	13	0.9999	U	0.0023
2	12484663	+	CG	0	14	0.9999	U	0.0023
2	13193956	+	CG	0	14	0.9999	U	0.0023
2	13285676	-	CG	0	6	0.9999	U	0.0023
2	13327494	-	CG	0	13	0.9999	U	0.0023
2	13537798	-	CG	0	2	0.9997	U	0.0024
2	14097283	-	CG	0	9	0.9999	U	0.0023
2	14560164	+	CG	0	10	0.9999	U	0.0023
2	14602473	+	CG	0	22	0.9999	U	0.0023
2	14725681	-	CG	0	13	0.9999	U	0.0023
2	14813391	+	CG	0	4	0.999	U	0.0027
2	14868877	-	CG	0	7	0.9999	U	0.0023
2	14868880	-	CG	0	7	0.9999	U	0.0023
2	14920479	-	CG	0	20	0.9999	U	0.0023
2	15469960	-	CG	0	5	0.9999	U	0.0023
2	15501729	+	CG	0	26	0.9999	U	0.0023
2	15763446	-	CG	0	2	0.9997	U	0.0024
2	15917034	+	CG	0	6	0.9998	U	0.0024
2	15980761	-	CG	0	6	0.9999	U	0.0023
2	15982914	-	CG	0	9	0.9999	U	0.0023
2	15999930	+	CG	0	10	0.9999	U	0.0023
2	16074912	-	CG	0	11	0.9999	U	0.0023
2	16134543	+	CG	0	12	0.9999	U	0.0023
2	16196181	-	CG	0	7	0.9999	U	0.0023
2	16210424	-	CG	0	6	0.9999	U	0.0023
2	16349969	+	CG	0	12	0.9999	U	0.0023
2	16349972	+	CG	0	12	0.9999	U	0.0023
2	16534179	+	CG	0	8	0.9999	U	0.0023
2	16569430	+	CG	0	16	0.9999	U	0.0023
2	16612777	+	CG	0	8	0.9999	U	0.0023
2	16740482	-	CG	0	4	0.9999	U	0.0023
2	17042623	+	CG	0	10	0.9999	U	0.0023
2	17307424	-	CG	0	9	0.9999	U	0.0023
2	17604079	+	CG	0	10	0.9999	U	0.0023
2	17701414	-	CG	0	1	0.9107	U	0.0503
2	17764183	-	CG	0	8	0.9999	U	0.0023
2	17876778	-	CG	0	10	0.9999	U	0.0023
2	18031252	-	CG	0	7	0.9999	U	0.0023
2	18489612	+	CG	0	3	0.9997	U	0.0024
2	18730841	+	CG	0	12	0.9999	U	0.0023
2	18894030	+	CG	0	9	0.9999	U	0.0023
2	19089225	-	CG	0	13	0.9999	U	0.0023
2	19096416	+	CG	0	15	0.9999	U	0.0023
2	19595532	+	CG	0	9	0.9999	U	0.0023
3	34668	-	CG	0	14	0.9999	U	0.0023
3	241743	+	CG	0	18	0.9999	U	0.0023
3	476661	-	CG	0	8	0.9999	U	0.0023
3	723881	+	CG	0	8	0.9998	U	0.0024
3	778392	-	CG	0	10	0.9999	U	0.0023
3	810791	-	CG	0	11	0.9999	U	0.0023
3	1120930	-	CG	0	17	0.9999	U	0.0023
3	1197416	-	CG	0	19	0.9999	U	0.0023
3	1254981	-	CG	0	16	0.9999	U	0.0023
3	1326002	-	CG	0	7	0.9999	U	0.0023
3	1430368	+	CG	0	1	0.9995	U	0.0025
3	1561671	+	CG	0	17	0.9999	U	0.0023
3	2011996	+	CG	0	11	0.9999	U	0.0023
3	2011998	+	CG	0	11	0.9999	U	0.0023
3	2181347	+	CG	0	9	0.9999	U	0.0023
3	2221953	-	CG	0	5	0.9999	U	0.0023
3	2232539	+	CG	0	3	0.9998	U	0.0024
3	2261105	+	CG	0	2	0.9997	U	0.0024
3	2367222	+	CG	0	9	0.9999	U	0.0023
3	2367224	+	CG	0	8	0.9999	U	0.0023
3	2392219	+	CG	0	5	0.9991	U	0.0027
3	2873412	+	CG	0	8	0.9999	U	0.0023
3	2966203	+	CG	0	10	0.9999	U	0.0023
3	3019251	+	CG	0	16	0.9999	U	0.0023
3	3025943	-	CG	0	14	0.9999	U	0.0023
3	3179785	-	CG	0	9	0.9999	U	0.0023
3	3438216	+	CG	0	18	0.9999	U	0.0023
3	3705711	-	CG	0	8	0.9999	U	0.0023
3	3705714	-	CG	0	8	0.9999	U	0.0023
3	3717894	+	CG	0	13	0.9999	U	0.0023
3	3717897	+	CG	0	13	0.9999	U	0.0023
3	3770562	-	CG	0	8	0.9999	U	0.0023
3	3847747	+	CG	0	10	0.9999	U	0.0023
3	3957763	+	CG	0	14	0.9999	U	0.0023
3	3957766	+	CG	0	14	0.9999	U	0.0023
3	4240112	-	CG	0	9	0.9999	U	0.0023
3	4254277	-	CG	0	0	0.9989	U	0.0029
3	4314505	+	CG	0	11	0.9999	U	0.0023
3	4433051	+	CG	0	4	0.9984	U	0.003
3	4452648	-	CG	0	1	0.9996	U	0.0025
3	4510970	+	CG	0	13	0.9999	U	0.0023
3	4630608	-	CG	0	8	0.9999	U	0.0023
3	4630610	-	CG	0	8	0.9999	U	0.0023
3	4815511	-	CG	0	6	0.9999	U	0.0023
3	4815513	-	CG	0	6	0.9999	U	0.0023
3	4887484	-	CG	0	12	0.9999	U	0.0023
3	4908064	-	CG	0	15	0.9999	U	0.0023
3	4951341	-	CG	0	16	0.9999	U	0.0023
3	5020466	+	CG	0	8	0.9999	U	0.0023
3	5372288	-	CG	0	7	0.9999	U	0.0023
3	5671023	+	CG	0	3	0.9981	U	0.0031
3	5689861	+	CG	0	11	0.9999	U	0.0023
3	6240770	+	CG	0	13	0.9999	U	0.0023
3	6305446	+	CG	0	17	0.9999	U	0.0023
3	6328029	+	CG	0	16	0.9999	U	0.0023
3	6361163	+	CG	0	11	0.9999	U	0.0023
3	6403388	-	CG	0	18	0.9999	U	0.0023
3	6552054	-	CG	0	23	0.9999	U	0.0023
3	6632639	+	CG	0	5	0.9988	U	0.0028
3	6639641	+	CG	0	5	0.9998	U	0.0024
3	6687044	+	CG	0	10	0.9999	U	0.0023
3	6729589	+	CG	1	12	0.9989	U	0.0028
3	6837502	-	CG	0	9	0.9999	U	0.0023
3	6863544	-	CG	0	10	0.9999	U	0.0023
3	6870131	+	CG	0	6	0.9997	U	0.0024
3	7130472	-	CG	0	10	0.9999	U	0.0023
3	7130475	-	CG	0	9	0.9999	U	0.0023
3	7334179	+	CG	0	11	0.9999	U	0.0023
3	7553680	-	CG	0	13	0.9999	U	0.0023
3	8044413	+	CG	0	8	0.9997	U	0.0024
3	8163783	-	CG	0	14	0.9999	U	0.0023
3	8321333	+	CG	0	14	0.9999	U	0.0023
3	8678679	+	CG	0	12	0.9999	U	0.0023
3	8743113	+	CG	0	4	0.9973	U	0.0035
3	8963775	+	CG	0	9	0.9999	U	0.0023
3	8968673	-	CG	0	7	0.9999	U	0.0023
3	8987839	+	CG	0	13	0.9999	U	0.0023
3	9031078	+	CG	0	17	0.9999	U	0.0023
3	9160095	-	CG	0	14	0.9999	U	0.0023
3	9160098	-	CG	0	13	0.9999	U	0.0023
3	9671346	-	CG	0	5	0.9975	U	0.0034
3	9801208	-	CG	0	10	0.9999	U	0.0023
3	9952051	-	CG	0	11	0.9999	U	0.0023
3	9955979	-	CG	0	19	0.9999	U	0.0023
3	10148560	+	CG	0	6	0.9993	U	0.0026
3	10269208	+	CG	0	16	0.9999	U	0.0023
3	10473951	-	CG	0	14	0.9999	U	0.0023
3	10740928	-	CG	0	11	0.9999	U	0.0023
3	10754808	+	CG	0	15	0.9999	U	0.0023
3	10754810	+	CG	0	15	0.9999	U	0.0023
3	10782098	+	CG	4	9	0.9993	I	0.44
3	10782100	+	CG	1	9	0.9999	I	0.4397
3	11157290	-	CG	0	9	0.9999	U	0.0023
3	11188570	+	CG	0	12	0.9999	U	0.0023
3	11648098	+	CG	0	15	0.9999	U	0.0023
3	15015091	+	CG	0	14	0.9999	U	0.0023
3	15207369	+	CG	0	15	0.9999	U	0.0023
3	16475825	-	CG	0	5	0.9999	U	0.0023
3	16660236	-	CG	0	8	0.9999	U	0.0023
3	16660238	-	CG	0	7	0.9999	U	0.0023
3	16840652	+	CG	0	16	0.9999	U	0.0023
3	16979048	+	CG	0	18	0.9999	U	0.0023
3	17298220	-	CG	0	13	0.9999	U	0.0023
3	17673927	-	CG	0	11	0.9999	U	0.0023
3	17916417	+	CG	0	10	0.9999	U	0.0023
3	17916421	+	CG	0	11	0.9999	U	0.0023
3	18126738	-	CG	0	11	0.9999	U	0.0023
3	18126741	-	CG	0	11	0.9999	U	0.0023
3	18192144	-	CG	0	16	0.9999	U	0.0023
3	18324619	-	CG	0	9	0.9999	U	0.0023
3	18353895	+	CG	0	20	0.9999	U	0.0023
3	18684372	-	CG	0	1	0.9995	U	0.0025
3	18829683	-	CG	0	16	0.9999	U	0.0023
3	18919330	+	CG	0	9	0.9999	U	0.0023
3	18953798	-	CG	0	17	0.9999	U	0.0023
3	18953845	+	CG	0	11	0.9999	U	0.0023
3	19114641	-	CG	0	13	0.9999	U	0.0023
3	19120944	-	CG	0	12	0.9999	U	0.0023
3	19229338	-	CG	0	17	0.9999	U	0.0023
3	19332592	-	CG	0	11	0.9999	U	0.0023
3	19686982	-	CG	0	8	0.9999	U	0.0023
3	19783850	+	CG	0	7	0.9996	U	0.0025
3	20038672	+	CG	0	8	0.9999	U	0.0024
3	20091852	+	CG	0	13	0.9995	U	0.0025
3	20262178	+	CG	0	20	0.9999	U	0.0023
3	20402592	-	CG	0	11	0.9999	U	0.0023
3	20407100	-	CG	0	8	0.9999	U	0.0023
3	20823146	+	CG	0	4	0.9999	U	0.0024
3	20823151	+	CG	0	4	0.9996	U	0.0025
3	21199152	+	CG	0	10	0.9999	U	0.0023
3	21199155	+	CG	0	10	0.9999	U	0.0023
3	21225422	-	CG	0	8	0.9999	U	0.0023
3	21312501	+	CG	0	7	0.9999	U	0.0023
3	21343963	-	CG	0	12	0.9999	U	0.0023
3	21426288	+	CG	0	4	0.9999	U	0.0023
3	21484156	+	CG	0	13	0.9999	U	0.0023
3	21656484	+	CG	0	8	0.9999	U	0.0023
3	21693925	-	CG	0	4	0.9999	U	0.0024
3	21824422	-	CG	0	9	0.9999	U	0.0023
3	21887124	+	CG	0	7	0.9999	U	0.0023
3	21911504	+	CG	0	12	0.9999	U	0.0023
3	21967075	-	CG	0	13	0.9999	U	0.0023
3	21980834	-	CG	0	11	0.9999	U	0.0023
3	21980837	-	CG	0	11	0.9999	U	0.0023
3	22028519	-	CG	0	13	0.9999	U	0.0023
3	22028522	-	CG	0	12	0.9999	U	0.0023
3	22086234	-	CG	0	6	0.9999	U	0.0023
3	22096471	+	CG	0	18	0.9999	U	0.0023
3	22147710	-	CG	0	9	0.9999	U	0.0023
3	22273804	+	CG	0	23	0.9999	U	0.0023
3	22606873	-	CG	0	7	0.9999	U	0.0023
3	22606876	-	CG	0	7	0.9999	U	0.0023
3	22641357	-	CG	0	17	0.9999	U	0.0023
3	22964536	+	CG	0	8	0.9999	U	0.0023
3	23080708	+	CG	0	8	0.9999	U	0.0023
3	23302366	+	CG	0	3	0.9979	U	0.0032
4	200879	+	CG	0	14	0.9999	U	0.0023
4	297477	-	CG	0	17	0.9999	U	0.0023
4	386847	-	CG	0	11	0.9999	U	0.0023
4	396445	+	CG	0	12	0.9999	U	0.0023
4	473878	-	CG	0	11	0.9999	U	0.0023
4	545801	+	CG	0	4	0.9984	U	0.003
4	900636	+	CG	0	19	0.9999	U	0.0023
4	935007	+	CG	0	5	0.9999	U	0.0023
4	976249	+	CG	0	13	0.9999	U	0.0023
4	1104430	+	CG	0	13	0.9999	U	0.0023
4	1158785	+	CG	0	8	0.9999	U	0.0023
4	1274469	+	CG	0	8	0.9998	U	0.0024
4	2113342	+	CG	0	21	0.9999	U	0.0023
4	2122512	+	CG	0	14	0.9999	U	0.0023
4	2328260	-	CG	0	8	0.9999	U	0.0023
4	2495861	-	CG	0	12	0.9999	U	0.0023
4	2509058	+	CG	0	7	0.9998	U	0.0024
4	2746114	+	CG	0	4	0.999	U	0.0027
4	4805645	-	CG	0	3	0.9999	U	0.0023
4	5185903	-	CG	0	16	0.9999	U	0.0023
4	5380879	-	CG	0	14	0.9999	U	0.0023
4	5410254	+	CG	0	3	0.9983	U	0.003
4	5461399	+	CG	0	6	0.9999	U	0.0023
4	5797417	-	CG	0	13	0.9999	U	0.0023
4	5815780	+	CG	0	4	0.9996	U	0.0025
4	5821063	-	CG	0	6	0.9999	U	0.0023
4	5821065	-	CG	0	6	0.9999	U	0.0023
4	6146623	+	CG	0	5	0.9999	U	0.0023
4	6252310	-	CG	0	6	0.9999	U	0.0023
4	6263176	-	CG	0	11	0.9999	U	0.0023
4	6722342	-	CG	0	14	0.9999	U	0.0023
4	7138508	-	CG	0	11	0.9999	U	0.0023
4	7201567	-	CG	1	14	0.9999	U	0.0024
4	7214582	+	CG	0	16	0.9999	U	0.0023
4	7261176	-	CG	0	10	0.9999	U	0.0023
4	7284475	+	CG	0	16	0.9999	U	0.0023
4	7504713	-	CG	0	6	0.9998	U	0.0024
4	7600512	+	CG	0	13	0.9999	U	0.0023
4	7904038	-	CG	0	5	0.9999	U	0.0023
4	8043807	+	CG	0	15	0.9999	U	0.0023
4	8222467	+	CG	0	5	0.9999	U	0.0023
4	8474780	+	CG	0	20	0.9999	U	0.0023
4	8883825	+	CG	0	2	0.9989	U	0.0028
4	9017260	+	CG	0	10	0.9999	U	0.0023
4	9120781	+	CG	0	12	0.9999	U	0.0023
4	9217988	+	CG	0	6	0.9999	U	0.0023
4	9555863	-	CG	0	5	0.9998	U	0.0024
4	9595349	-	CG	0	8	0.9999	U	0.0023
4	9724702	-	CG	0	14	0.9999	U	0.0023
4	10196954	+	CG	0	16	0.9999	U	0.0023
4	10196959	+	CG	0	16	0.9999	U	0.0023
4	10405137	+	CG	0	11	0.9999	U	0.0023
4	10449904	+	CG	4	5	0.9979	M	0.8762
4	10865299	+	CG	0	7	0.9999	U	0.0023
4	11004504	+	CG	0	13	0.9999	U	0.0023
4	11133083	-	CG	0	17	0.9999	U	0.0023
4	11265600	-	CG	0	10	0.9999	U	0.0023
4	11341965	+	CG	0	14	0.9999	U	0.0023
4	11428447	+	CG	0	6	0.9999	U	0.0023
4	11450552	+	CG	0	4	0.9999	U	0.0024
4	11529960	+	CG	0	3	0.9999	U	0.0023
4	12018829	+	CG	0	0	0.9993	U	0.0027
4	12018832	+	CG	0	0	0.9999	U	0.0023
4	12023560	-	CG	0	10	0.9999	U	0.0023
4	12107690	-	CG	0	22	0.9999	U	0.0023
